name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york,2014-05-11,27,16.2,21.3,26.6,16.2,21.3,6.3,43.2,2.043,100,16.67,rain,,,37.1,27.7,285.5,1015.6,25.9,15.5,335.4,29,10,,2014-05-11T05:42:59,2014-05-11T20:02:25,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-12,28.6,18.3,23.2,28,18.3,23.2,10.7,45.7,0,0,0,,,,,25.9,200.5,1018.3,40.4,16,288.8,24.9,9,,2014-05-12T05:41:57,2014-05-12T20:03:25,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-13,23.6,12.7,18.5,23.6,12.7,18.5,8.5,53.8,0,0,0,,,,44.3,25.9,82.7,1021.5,25,15.5,240.6,20.9,8,,2014-05-13T05:40:56,2014-05-13T20:04:24,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-14,20.8,11,14.5,20.8,11,14.5,9.2,71.2,0,0,0,,,,25.9,18.4,81,1025.1,77.1,14.5,259.8,22.5,9,,2014-05-14T05:39:57,2014-05-14T20:05:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-15,22.2,13.8,17.4,22.2,13.8,17.4,15.5,88.7,4.01,100,37.5,rain,,,42.5,20.5,147.6,1021.9,99.8,7.1,325.2,28.2,9,,2014-05-15T05:39:00,2014-05-15T20:06:20,0.51,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-16,20.3,17,18.8,20.3,17,18.8,17.1,90,38.64,100,58.33,rain,,,66.3,38.9,161.2,1013.6,99.8,9.4,111.5,9.6,3,,2014-05-16T05:38:04,2014-05-16T20:07:18,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-17,20.8,11.9,16.4,20.8,11.9,16.4,6.5,55.5,1.175,100,4.17,rain,,,31.3,20.5,286.2,1015.2,35,16,318.9,27.4,10,,2014-05-17T05:37:09,2014-05-17T20:08:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-18,18.1,11.3,15.3,18.1,11.3,15.3,2,41.7,0,0,0,,,,37.1,18.7,335.6,1020.7,31.9,16,318.7,27.6,9,,2014-05-18T05:36:17,2014-05-18T20:09:12,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-19,21,10.5,16,21,10.5,16,0.6,36,0,0,0,,,,42.5,24.1,317.3,1020.6,27.4,16,319.8,27.6,10,,2014-05-19T05:35:26,2014-05-19T20:10:08,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-20,25.4,13.2,19.6,25.4,13.2,19.6,2.5,35.1,0,0,0,,,,35.3,20.5,315.8,1017.7,19.5,16,342.6,29.6,10,,2014-05-20T05:34:37,2014-05-20T20:11:03,0.69,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-21,23,18,20.5,23,18,20.5,8,45.1,0,0,0,,,,35.3,14.1,286.1,1014.1,80.1,16,180,15.8,9,,2014-05-21T05:33:49,2014-05-21T20:11:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-22,18.7,15.6,16.6,18.7,15.6,16.6,13.7,83.2,6.337,100,16.67,rain,,,,13,138.8,1010.8,96.8,7.3,285,24.7,9,,2014-05-22T05:33:04,2014-05-22T20:12:51,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-23,19.4,13.3,16.2,19.4,13.3,16.2,13.1,82.4,15.383,100,25,rain,,,38.9,15.3,46,1011.7,98.1,8.4,169.5,14.7,5,,2014-05-23T05:32:20,2014-05-23T20:13:44,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-24,20.3,13.9,15.8,20.3,13.9,15.8,12.2,80.2,16.548,100,33.33,rain,,,,15.7,2.8,1016,88.5,13.3,269.2,23.3,9,,2014-05-24T05:31:38,2014-05-24T20:14:36,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-25,26.6,13,19.6,26.6,13,19.6,10.2,60.6,0,0,0,,,,,11.6,292.3,1017.9,22,14.2,339.6,29.2,10,,2014-05-25T05:30:57,2014-05-25T20:15:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-26,29.3,19,24.5,28.2,19,24,8.6,37.4,0,0,0,,,,38.9,25.9,258.6,1015.2,24.2,16,294.3,25.3,9,,2014-05-26T05:30:19,2014-05-26T20:16:18,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-27,29.3,21.6,25.7,29,21.6,25.6,13.1,46.1,0,0,0,,,,46.7,18.1,264.8,1010.5,36.8,15.8,239.9,20.8,8,,2014-05-27T05:29:42,2014-05-27T20:17:08,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-28,21.4,12.9,14.6,21.4,12.9,14.6,10.4,75.9,0,0,0,,,,40.7,19.9,67.4,1014.7,88.7,15.1,188.9,16.4,7,,2014-05-28T05:29:08,2014-05-28T20:17:56,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-29,17.6,11,13.6,17.6,11,13.6,6,60.5,0,0,0,,,,29.5,20.5,82.2,1022.4,70.1,16,283.6,24.5,9,,2014-05-29T05:28:35,2014-05-29T20:18:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-30,23.1,13.2,17.9,23.1,13.2,17.9,7.7,51.8,0.214,100,4.17,rain,,,25.9,13.1,13.2,1018.3,68.7,15.8,333.2,29,10,,2014-05-30T05:28:04,2014-05-30T20:19:30,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york,2014-05-31,21.1,14.6,17.6,21.1,14.6,17.6,8.9,57.6,1.033,100,8.33,rain,,,40.7,22.9,22,1021.2,42.1,16,346.6,30,10,,2014-05-31T05:27:35,2014-05-31T20:20:15,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
